,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
99603,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0143967395065
99604,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.864845940343
99605,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932823005|dbj|BBBE01000004.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00004, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99606,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932823006|dbj|BBBE01000003.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00003, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99607,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__156469,MGII,n_count,0.000781430219189
99608,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2622331_5402 /station=TARA_109 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.046859593327
99609,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0218264901485
99610,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2619888_5466 /station=TARA_034 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,0.00602515492706
99611,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.200782844894
99612,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__172640,MGII,n_count,0.00492737155211
99613,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2619962_238 /station=TARA_036 /depth=17 /filter=0-0.22,Cyanophage,n_count,0.00425190608332
99614,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2620014_177 /station=TARA_038 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.0060767945724
99615,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822973|dbj|BBBE01000036.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00036, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99616,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"NZ_AFXB01000010.1 SAR116 cluster alpha proteobacterium HIMB100 contig10, whole genome shotgun sequence",SAR116,n_count,0.295389773195
99617,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"NZ_AFXB01000002.1 SAR116 cluster alpha proteobacterium HIMB100 contig2, whole genome shotgun sequence",SAR116,n_count,0.0699555417747
99618,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2620273_7202 /station=TARA_042 /depth=80 /filter=0-0.22,Cyanophage,n_count,0.230769762032
99619,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__156027,MGII,n_count,0.00297606243419
99620,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__152245,MGII,n_count,0.0544654967161
99621,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822968|dbj|BBBE01000041.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00041, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99622,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__2314329,MGII,n_count,0.0
99624,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822985|dbj|BBBE01000024.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00024, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99626,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|326783979|ref|NC_015288.1| Prochlorococcus phage Syn1, complete genome",Cyanophage,n_count,0.00265148414136
99627,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|472340220|ref|NC_020845.1| Cyanophage MED4-213, complete genome",Cyanophage,n_count,0.0387073181987
99628,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|326783443|ref|NC_015286.1| Synechococcus phage Syn19, complete genome",Cyanophage,n_count,0.00604912076045
99629,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|460042436|ref|NC_020484.1| Pelagibacter phage HTVC008M, complete genome",SAR11_Phage,n_count,0.0394264663146
99630,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822995|dbj|BBBE01000014.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00014, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99631,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__172706,MGII,n_count,0.000315114288508
99632,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__412943,MGII,n_count,0.00322214990122
99633,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__155189,MGII,n_count,0.00311617600283
99634,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__158854,MGII,n_count,0.0171084943053
99635,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__400168,MGII,n_count,0.0218352479109
99636,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932823000|dbj|BBBE01000009.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00009, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99637,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822969|dbj|BBBE01000040.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00040, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99639,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822977|dbj|BBBE01000032.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00032, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99640,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,Z1,Group_D,n_count,0.0
99641,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__152276,MGII,n_count,0.00272426612503
99642,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__157643,MGII,n_count,0.0162950269733
99643,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822981|dbj|BBBE01000028.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00028, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99644,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2620812_6831 /station=TARA_064 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.0763272773056
99645,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2621173_4401 /station=TARA_072 /depth=100 /filter=0-0.22,Cyanophage,n_count,0.0145314236283
99646,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__162378,MGII,n_count,0.0
99647,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932823004|dbj|BBBE01000005.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00005, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99648,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__152292,MGII,n_count,0.00720798430309
99649,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822998|dbj|BBBE01000011.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00011, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99650,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__402223,MGII,n_count,0.0157806527403
99651,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|372217768|ref|NC_016658.1| Cyanophage NATL1A-7, complete genome",Cyanophage,n_count,0.0270295863312
99652,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"NZ_AFXB01000006.1 SAR116 cluster alpha proteobacterium HIMB100 contig6, whole genome shotgun sequence",SAR116,n_count,0.0591430396035
99653,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__154592,MGII_virus,n_count,0.0
99654,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__156895,MGII,n_count,0.0
99656,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__172446,MGII,n_count,0.00415813325398
99657,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2622799_4583 /station=TARA_124 /depth=120 /filter=0.1-0.22,Cyanophage,n_count,0.211488114796
99658,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|326782732|ref|NC_015283.1| Prochlorococcus phage P-RSM4, complete genome",Cyanophage,n_count,0.0172404780559
99659,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|58532811|ref|NC_006820.1| Synechococcus phage S-PM2, complete genome",Cyanophage,n_count,0.00234799317491
99660,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822975|dbj|BBBE01000034.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00034, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99661,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|509141110|ref|NC_021335.1| Halovirus HRTV-7, complete genome",Halovirus,n_count,0.0
99663,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|966198239|ref|NC_028663.1| Cyanophage P-TIM40, complete genome",Cyanophage,n_count,0.00855117027492
99664,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__347528,MGII,n_count,0.0
99665,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,Eury_MGII_archaea contig__155189,MGII,n_count,0.00329948047358
99666,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|388483859|ref|NC_006882.2| Prochlorococcus phage P-SSP7, complete genome",Cyanophage,n_count,0.00102015251543
99667,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,gi|385802382|ref|NC_017459.1| Haloquadratum walsbyi C23 complete genome,Euryarchaeota,n_count,0.00142005556282
99668,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__157847,MGII,n_count,0.00467295251267
99669,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__160241,MGII,n_count,0.00670494071974
99670,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__157361,MGII,n_count,0.0324855962313
99671,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|460042324|ref|NC_020482.1| Pelagibacter phage HTVC011P, complete genome",SAR11_Phage,n_count,0.0138532832455
99672,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2619686_1031 /station=TARA_018 /depth=60 /filter=0-0.22,Cyanophage,n_count,0.257325236629
99673,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|509140683|ref|NC_021330.1| Halovirus HCTV-1, complete genome",Halovirus,n_count,0.0
99674,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|331028007|ref|NC_015465.1| Synechococcus phage S-CBS3, complete genome",Cyanophage,n_count,0.0
99675,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|326783215|ref|NC_015285.1| Prochlorococcus phage Syn33, complete genome",Cyanophage,n_count,0.0124282713472
99676,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__3236544,MGII,n_count,0.0
99677,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|511534117|ref|NC_021471.1| Halovirus HSTV-1, complete genome",Halovirus,n_count,0.0
99678,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|372217655|ref|NC_016656.1| Cyanophage P-SSP2, complete genome",Cyanophage,n_count,0.00301284005472
99679,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932823002|dbj|BBBE01000007.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00007, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99680,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|482770381|gb|ARPJ01000001.1| Marine group II euryarchaeote SCGC AAA288-C18 A288C18DRAFT_2505694915.1_C, whole genome shotgun sequence",MGII,n_count,2.36710450642
99681,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,1.1037773361
99682,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__154932,MGII,n_count,0.000547175575679
99683,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__156409,MGII_virus,n_count,0.00117120204416
99684,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__1205646,MGII,n_count,0.0
99685,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"NZ_AFXB01000005.1 SAR116 cluster alpha proteobacterium HIMB100 contig5, whole genome shotgun sequence",SAR116,n_count,0.0476176948559
99687,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__154680,MGII_virus,n_count,0.000903176946266
99688,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932823003|dbj|BBBE01000006.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00006, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99689,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__156581,MGII,n_count,0.0264607801555
99690,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822986|dbj|BBBE01000023.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00023, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99691,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2620078_1066 /station=TARA_039 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.00319312755748
99692,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__1205679,MGII,n_count,0.0647017762116
99693,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2619923_17,MGII_virus,n_count,0.0
99694,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822984|dbj|BBBE01000025.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00025, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99695,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2620273_6003 /station=TARA_042 /depth=80 /filter=0-0.22,Cyanophage,n_count,0.0778749747163
99696,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822993|dbj|BBBE01000016.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00016, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99697,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2620078_38,MGII_virus,n_count,0.0
99698,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__344836,MGII,n_count,0.00460311726299
99699,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2620894_1263 /station=TARA_065 /depth=30 /filter=0.1-0.22,Cyanophage,n_count,0.0256238975584
99700,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932822976|dbj|BBBE01000033.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00033, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
99701,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,1.87495501183
99702,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__157517,MGII,n_count,0.0408228179479
99703,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__154566,MGII_virus,n_count,0.0
99704,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|312281379|ref|NC_006883.2| Prochlorococcus phage P-SSM2, complete genome",Cyanophage,n_count,0.190260891433
99705,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__402642,MGII,n_count,0.00360613537067
99706,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|326781756|ref|NC_015279.1| Synechococcus phage S-SM2, complete genome",Cyanophage,n_count,0.0152180882144
99707,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__390204,MGII,n_count,0.0249369460383
99708,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,contig__389883,MGII,n_count,0.229151121166
99709,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|932823007|dbj|BBBE01000002.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00002, whole genome shotgun sequence",Euryarchaeota,n_count,0.0523739989057
99710,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"gi|971760222|ref|NC_028955.1| Prochlorococcus phage P-TIM68, complete genome",Cyanophage,n_count,0.0567437216016
99711,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2622736_279440 /station=TARA_123 /depth=150 /filter=0.1-0.22,Cyanophage,n_count,0.179731360514
99713,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,Eury_contig__182440,MGII,n_count,0.0280380704426
99714,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,SAMEA2620094_1815 /station=TARA_039 /depth=25 /filter=0-0.22,Cyanophage,n_count,0.104010167736
99715,TARA_138,,,450.0,BACT_NUC-RNA(10L-or-10min)_W0.22-3,BACT,ERR599175,NPO,ERS493822,"NZ_AFXB01000007.1 SAR116 cluster alpha proteobacterium HIMB100 contig7, whole genome shotgun sequence",SAR116,n_count,0.0037804519864
100230,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,contig__156027,MGII,n_count,0.0
100231,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,"gi|932822979|dbj|BBBE01000030.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00030, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
100232,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,"gi|932823008|dbj|BBBE01000001.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00001, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
100233,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,gi|472341521|ref|NC_020855.1| Cyanophage P-RSM6 genomic sequence,Cyanophage,n_count,1.2442910904
100234,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,SAMEA2621061_122,MGII_virus,n_count,0.206446131468
100235,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,SAMEA2619888_5466 /station=TARA_034 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,1.19094924942
100236,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,contig__157756,MGII,n_count,0.0
100237,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,"gi|160338813|gb|CP000866.1| Nitrosopumilus maritimus SCM1, complete genome",Crenarchaeota,n_count,6.0183274493e-05
100238,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,"gi|356870794|ref|NC_016164.1| Synechococcus phage S-CBS1, complete genome",Cyanophage,n_count,0.0
100239,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,contig__152314,MGII,n_count,0.000349244400741
100240,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,contig__155057,MGII_virus,n_count,0.713801649095
100241,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,contig__2447543,MGII,n_count,0.0
100242,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,SAMEA2622331_5402 /station=TARA_109 /depth=5 /filter=0-0.22,Cyanophage,n_count,6.92442736391
100243,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,"gi|932822995|dbj|BBBE01000014.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00014, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
100245,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,contig__389883,MGII,n_count,0.0
100246,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,gi|472341815|ref|NC_020857.1| Cyanophage MED4-117 genomic sequence,Cyanophage,n_count,25.3734333099
100248,TARA_062,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599339,IO,ERS489904,gi|663515939|gb|KF900769.1| Uncultured marine group II/III euryarchaeote KM3_192_B10 genomic sequence,MGII,n_count,0.0
